Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/4/14,transport,transport,2014-06-04T18:22:08-07:00,2014-06-04T18:28:31-07:00,383,1.379,0,0
6/4/14,walking,walking,2014-06-04T18:28:31-07:00,2014-06-04T18:30:33-07:00,122,0.064,206,0
6/4/14,walking,walking,2014-06-04T18:41:32-07:00,2014-06-04T18:42:32-07:00,60,0.032,102,0
6/4/14,walking,walking,2014-06-04T22:21:18-07:00,2014-06-04T22:21:48-07:00,30,0.009,20,0
6/5/14,cycling,cycling,2014-06-05T10:36:41-07:00,2014-06-05T10:50:00-07:00,799,1.756,0,0
6/5/14,walking,walking,2014-06-05T10:50:53-07:00,2014-06-05T10:54:23-07:00,210,0.109,234,0
6/5/14,walking,walking,2014-06-05T10:59:36-07:00,2014-06-05T11:03:23-07:00,227,0.265,365,0
6/5/14,walking,walking,2014-06-05T11:03:50-07:00,2014-06-05T11:06:50-07:00,180,0.159,342,0
6/5/14,walking,walking,2014-06-05T12:34:46-07:00,2014-06-05T12:40:39-07:00,353,0.255,688,0
6/5/14,cycling,cycling,2014-06-05T14:09:25-07:00,2014-06-05T14:17:30-07:00,485,1.685,0,0
6/5/14,transport,transport,2014-06-05T15:56:29-07:00,2014-06-05T17:05:06-07:00,4117,41.212,0,0
6/5/14,walking,walking,2014-06-05T17:06:27-07:00,2014-06-05T17:07:57-07:00,90,0.041,132,0
6/5/14,transport,transport,2014-06-05T18:11:06-07:00,2014-06-05T19:24:32-07:00,4406,43.783,0,0
6/5/14,walking,walking,2014-06-05T19:24:32-07:00,2014-06-05T19:24:40-07:00,8,0.002,8,0
6/5/14,walking,walking,2014-06-05T21:33:59-07:00,2014-06-05T21:53:31-07:00,1172,0.973,2273,0
6/5/14,walking,walking,2014-06-05T23:54:20-07:00,2014-06-05T23:55:50-07:00,90,0.029,92,0
6/6/14,walking,walking,2014-06-06T00:36:42-07:00,2014-06-06T01:00:24-07:00,1422,1.076,2785,0
6/6/14,transport,transport,2014-06-06T08:50:45-07:00,2014-06-06T09:01:19-07:00,634,1.304,0,0
6/6/14,walking,walking,2014-06-06T09:01:18-07:00,2014-06-06T09:18:44-07:00,1046,0.793,1630,0
6/6/14,walking,walking,2014-06-06T11:58:32-07:00,2014-06-06T12:33:01-07:00,2069,1.924,4141,0
6/6/14,transport,transport,2014-06-06T19:27:39-07:00,2014-06-06T19:37:51-07:00,612,2.205,0,0
6/6/14,walking,walking,2014-06-06T19:37:50-07:00,2014-06-06T19:40:59-07:00,189,0.098,267,0
6/6/14,transport,transport,2014-06-06T21:19:50-07:00,2014-06-06T21:27:38-07:00,468,1.771,0,0
6/7/14,running,running,2014-06-07T11:51:41-07:00,2014-06-07T11:59:17-07:00,456,0.677,1165,0
6/7/14,transport,transport,2014-06-07T11:59:17-07:00,2014-06-07T12:41:50-07:00,2553,14.873,0,0
6/7/14,walking,walking,2014-06-07T12:41:49-07:00,2014-06-07T12:54:02-07:00,733,0.303,796,0
6/7/14,transport,transport,2014-06-07T13:01:04-07:00,2014-06-07T13:41:17-07:00,2413,4.756,0,0
6/7/14,walking,walking,2014-06-07T13:41:16-07:00,2014-06-07T13:53:52-07:00,756,0.385,1238,0
6/7/14,walking,walking,2014-06-07T14:35:17-07:00,2014-06-07T14:40:37-07:00,320,0.229,427,0
6/7/14,walking,walking,2014-06-07T14:41:23-07:00,2014-06-07T14:43:23-07:00,120,0.066,142,0
6/7/14,walking,walking,2014-06-07T17:29:17-07:00,2014-06-07T17:32:20-07:00,183,0.085,176,0
6/7/14,walking,walking,2014-06-07T18:00:37-07:00,2014-06-07T18:07:07-07:00,390,0.232,499,0
6/7/14,walking,walking,2014-06-07T19:06:24-07:00,2014-06-07T19:16:30-07:00,606,0.301,901,0
6/7/14,walking,walking,2014-06-07T19:19:05-07:00,2014-06-07T19:19:35-07:00,30,0.012,41,0
